id,name,first_air_date,popularity,vote_average,vote_count,status,in_production,num_seasons,num_episodes,genres,type,original_language,origin_country,avg_episode_runtime,show_age_days,days_since_last_episode,keywords,last_air_date,us_content_rating,imdb_id,created_by,homepage
70573,GLOW,2017-06-23,6.1564,7.28,420,Canceled,False,3,30,"Comedy, Drama",Scripted,en,US,,3134.0,2357.0,"wrestling, sports, 1980s, sisterhood, irreverent",2019-08-09,TV-MA,tt5770786,"Carly Mensch, Liz Flahive",https://www.netflix.com/title/80114988
63157,Turbo FAST,2013-12-24,6.1472,7.8,34,Ended,False,3,102,"Animation, Family, Kids, Comedy",Scripted,en,US,16.5,4411.0,3638.0,,2016-02-05,TV-Y7,tt3010520,Chris Prynoski,https://www.netflix.com/title/70271773
203704,Junji Ito Maniac: Japanese Tales of the Macabre,2023-01-19,6.1461,6.952,136,Ended,False,1,12,"Animation, Mystery, Sci-Fi & Fantasy, Drama",Scripted,ja,JP,25.0,1098.0,1098.0,"anthology, based on manga, demon, anime, terror",2023-01-19,TV-MA,tt21856734,,http://ji-anime.com
246026,The Gringo Hunters,2025-07-09,6.1322,7.63,27,Ended,False,1,12,"Crime, Drama",Scripted,es,"MX, US",,196.0,196.0,"fugitive, police force, based on magazine, newspaper or article, thriller",2025-07-09,TV-MA,tt31220187,,https://www.netflix.com/title/81645267
208825,Parasyte: The Grey,2024-04-05,6.1104,7.45,290,Ended,False,1,6,"Sci-Fi & Fantasy, Action & Adventure, Drama",Scripted,ko,KR,50.0,656.0,656.0,"alien, based on manga, mysterious, horror",2024-04-05,TV-MA,tt21874396,Yeon Sang-ho,https://www.netflix.com/title/81194158
243964,Melo Movie,2025-02-14,6.1072,7.2,47,Ended,False,1,10,"Comedy, Drama",Miniseries,ko,KR,62.0,341.0,341.0,"romcom, romance, miniseries, film director",2025-02-14,TV-14,tt35450649,"Oh Choong-hwan, Lee Na-eun",https://www.netflix.com/title/81720593
251309,Doctor Climax,2024-06-13,6.1027,6.6,13,Ended,False,1,8,"Drama, Comedy",Scripted,th,TH,,587.0,587.0,"1970s, sex education, social problems",2024-06-13,TV-MA,tt31158582,,https://www.netflix.com/title/81517170
88052,Black Summer,2019-04-11,6.0953,7.0,574,Canceled,False,2,16,"Sci-Fi & Fantasy, Drama, Action & Adventure",Scripted,en,US,45.0,2477.0,1679.0,"panic, survival, escape, zombie, death",2021-06-17,TV-MA,tt8923854,"John Hyams, Karl Schaefer",https://www.netflix.com/title/80198988
128010,Welcome to Eden,2022-05-06,6.0836,7.011,309,Canceled,False,2,16,"Action & Adventure, Sci-Fi & Fantasy, Drama",Scripted,es,ES,41.0,1356.0,1006.0,video surveillance,2023-04-21,TV-MA,tt13457822,"Joaquín Górriz, Guillermo López Sánchez",https://www.netflix.com/title/81211710
112160,The Way of the Househusband,2021-04-08,6.0698,8.378,478,Ended,False,2,15,"Animation, Comedy",Scripted,ja,JP,,1749.0,1116.0,"yakuza, romance, slice of life, mafia, based on manga",2023-01-01,TV-MA,tt13357124,,https://www.netflix.com/title/81261669
283645,K-foodie meets J-foodie,2025-02-27,6.0608,9.0,2,Returning Series,True,4,38,"Reality, Talk",Reality,ko,KR,,328.0,76.0,,2025-11-06,,tt37135774,,https://www.netflix.com/title/81992779
96658,Masters of the Universe: Revelation,2021-07-23,6.0492,6.518,383,Ended,False,1,10,"Action & Adventure, Sci-Fi & Fantasy, Animation",Scripted,en,US,25.0,1643.0,1520.0,"sword, magic, sequel, alien planet, based on toy",2021-11-23,TV-PG,tt10826054,Kevin Smith,https://www.netflix.com/title/81154670
39659,TIGER & BUNNY,2011-04-03,6.0066,6.9,51,Ended,False,2,50,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",Scripted,ja,JP,24.0,5407.0,1202.0,"mutant, male friendship, superhero, mecha, evil corporation",2022-10-07,TV-14,tt2061527,,http://www.tigerandbunny.net/tv/
86742,Flavorful Origins,2019-02-11,5.9943,8.1,13,Returning Series,True,5,60,Documentary,Documentary,zh,CN,12.0,2536.0,761.0,"tradition, food, drink, chinese food, culinary arts",2023-12-22,TV-G,tt9708598,,https://www.netflix.com/title/80991060
70897,Ingobernable,2017-03-24,5.9608,6.487,38,Ended,False,2,27,"War & Politics, Drama, Crime",Scripted,es,MX,40.0,3225.0,2686.0,,2018-09-14,TV-MA,tt6495756,"Luis Gamboa, Rodrigo Ordoñez, Fernanda Eguiarte",https://www.netflix.com/title/80066429
88905,Heroes: Legend of Battle Disks,2015-07-15,5.9532,5.8,5,Ended,False,1,26,"Action & Adventure, Animation",Scripted,en,JP,25.0,3843.0,3668.0,"monster, legend, mecha, collecting, based on toy",2016-01-06,TV-PG,tt8394246,,http://heroes-tvseries.com
136308,Stay Close,2021-12-31,5.9479,6.975,255,Ended,False,1,8,"Drama, Crime, Mystery",Miniseries,en,GB,,1482.0,1482.0,"suicide, detective, celebrity, reporter, husband",2021-12-31,TV-MA,tt2201227,Harlan Coben,https://www.netflix.com/title/81289581
79130,Another Life,2019-07-25,5.9322,6.053,437,Canceled,False,2,20,"Sci-Fi & Fantasy, Drama",Scripted,en,US,45.0,2372.0,1560.0,"hologram, flashback, space, alien, mission",2021-10-14,TV-MA,tt8369840,Aaron Martin,https://www.netflix.com/title/80236236
79026,The Protector,2018-12-14,5.9223,7.198,468,Ended,False,4,32,"Action & Adventure, Sci-Fi & Fantasy",Scripted,tr,TR,45.0,2595.0,2022.0,"fight, friendship, love, superhero, murder",2020-07-09,TV-MA,tt7668518,Binnur Karaevli,https://www.netflix.com/title/80189829
196474,A Time Called You,2023-09-08,5.922,8.261,190,Ended,False,1,12,Drama,Miniseries,ko,KR,,866.0,866.0,"time travel, remake, romance, unrequited love, time loop",2023-09-08,TV-MA,tt21627438,"Choi Hyo-bi, Kim Jin-won",https://www.netflix.com/title/81569769
106238,Hoops,2020-08-21,5.9058,6.832,211,Canceled,False,1,10,"Comedy, Animation",Scripted,en,US,30.0,1979.0,1979.0,"high school, basketball, adult animation, basketball coach",2020-08-21,,tt9077562,Ben Hoffman,https://www.netflix.com/title/81008138
127366,Splinter Cell: Deathwatch,2025-10-14,5.9052,6.406,64,Returning Series,True,1,8,"Animation, Action & Adventure",Scripted,en,"FR, US",,99.0,99.0,"europe, espionage, based on video game, geopolitics, near future",2025-10-14,TV-MA,tt12809802,Derek Kolstad,https://www.netflix.com/title/81306317
284445,Takopi's Original Sin,2025-06-28,5.9021,8.9,130,Ended,False,1,6,"Animation, Drama, Sci-Fi & Fantasy",Scripted,ja,JP,,207.0,172.0,"japan, depression, bullying, elementary school, alien",2025-08-02,,tt36988358,,https://www.tbs.co.jp/anime/takopi_project
137094,Love to Hate You,2023-02-10,5.8809,8.2,114,Ended,False,1,10,"Drama, Comedy",Scripted,ko,KR,54.0,1076.0,1076.0,"romcom, romance, opposites attract, enemies to lovers",2023-02-10,TV-MA,tt26229508,"Choi Soo-young, Kim Jeong-kwon",https://www.netflix.com/title/81463556
302540,The Bad Guys: Breaking In,2025-11-06,5.88,6.75,24,Returning Series,True,1,9,"Animation, Crime, Comedy, Family",Scripted,en,US,25.0,76.0,76.0,"prequel, anthropomorphism, talking animal",2025-11-06,TV-Y7,tt31392119,"Katherine Nolfi, Ben Glass, Shane Lynch, Elizabeth Chun, Kyel White, Bret Haaland, Christo Stamboliev",https://www.netflix.com/title/81488214
62285,Marvel's The Defenders,2017-08-18,5.8763,7.062,1584,Ended,False,1,8,"Sci-Fi & Fantasy, Action & Adventure, Crime",Miniseries,en,US,,3078.0,3078.0,"secret organization, sequel, superhero, based on comic, miniseries",2017-08-18,TV-MA,tt4230076,"Douglas Petrie, Marco Ramirez",https://www.disneyplus.com/series/the-defenders/1vLuQyD9nTYk
272730,Children of the Church Steps,2024-10-30,5.8702,6.5,12,Ended,False,1,4,Drama,Miniseries,pt,BR,,448.0,448.0,miniseries,2024-10-30,TV-MA,tt22459584,Luis Lomenha,https://netflix.com/title/81351064
83127,The Politician,2019-09-27,5.8506,6.977,217,Ended,False,2,15,Comedy,Scripted,en,US,60.0,2308.0,2042.0,"husband wife relationship, politics, high school, satire, twins",2020-06-19,TV-14,tt7971476,"Ryan Murphy, Brad Falchuk, Ian Brennan",https://www.netflix.com/title/80241248
103786,The Cuphead Show!,2022-02-18,5.839,7.95,357,Ended,False,3,36,"Animation, Comedy, Family",Scripted,en,US,14.0,1433.0,1160.0,"sibling relationship, slapstick comedy, anthropomorphism, based on video game, mischievous",2022-11-18,TV-Y7,tt10611608,Dave Wasson,https://www.netflix.com/title/80242531
73467,Godless,2017-11-22,5.8131,7.72,668,Ended,False,1,7,"Western, Drama",Miniseries,en,US,,2982.0,2982.0,"gunslinger, new mexico, wanted poster, widow, mining accident",2017-11-22,TV-MA,tt5516154,Scott Frank,https://www.netflix.com/title/80097141
259669,Olympo,2025-06-20,5.8074,7.647,139,Canceled,False,1,8,"Drama, Mystery",Scripted,es,ES,,215.0,215.0,"lgbt, teen drama, sapphic, adolescent sexuality, enthusiastic",2025-06-20,TV-MA,tt33029688,"Jan Matheu, Laia Foguet, Ibai Abad",https://www.netflix.com/title/81702553
224414,You and Everything Else,2025-09-12,5.7922,8.4,20,Ended,False,1,15,Drama,Scripted,ko,KR,58.0,131.0,131.0,"friendship, childhood friends",2025-09-12,TV-14,tt31014107,,https://www.netflix.com/title/81687253
280976,"With Love, Meghan",2025-03-04,5.7685,4.0,15,Returning Series,True,2,16,Reality,Reality,en,US,35.0,323.0,148.0,"california, lifestyle, british royal family",2025-08-26,TV-PG,tt35257773,,https://www.netflix.com/title/81770808
96608,The Stranger,2020-01-30,5.7546,7.166,515,Ended,False,1,8,"Mystery, Crime",Miniseries,en,GB,,2183.0,2183.0,"detective, based on novel or book, blackmail, miniseries, memory loss",2020-01-30,TV-MA,tt9698480,Harlan Coben,https://www.netflix.com/title/81001209
249906,Tokyo Swindlers,2024-07-25,5.7223,6.8,51,Ended,False,1,7,Crime,Scripted,ja,JP,,545.0,545.0,"based on novel or book, swindler, real estate, scammer",2024-07-25,TV-MA,tt31250132,,https://www.netflix.com/title/81574118
90669,1899,2022-11-17,5.7207,7.5,1433,Canceled,False,1,8,"Mystery, Drama",Scripted,de,DE,,1161.0,1161.0,"sea, immigration, atlantic ocean, ship, dystopia",2022-11-17,TV-MA,tt9319668,"Baran bo Odar, Jantje Friese",https://www.netflix.com/title/80214497
100412,The Baby-Sitters Club,2020-07-03,5.7192,7.909,494,Canceled,False,2,18,Kids,Scripted,en,US,,2028.0,1563.0,"small town, babysitter, friendship, family relationships, teenage girl",2021-10-11,TV-G,tt8690518,Rachel Shukert,https://www.netflix.com/title/81005407
63522,F is for Family,2015-12-18,5.7075,7.39,420,Ended,False,5,44,"Comedy, Animation",Scripted,en,US,26.0,3687.0,1518.0,"1970s, marriage, dysfunctional family, dark comedy, family relationships",2021-11-25,TV-MA,tt4326894,"Michael Price, Bill Burr",http://www.netflix.com/title/80028732
284792,Medusa,2025-03-05,5.661,7.399,74,Returning Series,True,1,12,Drama,Scripted,es,CO,,322.0,322.0,"thriller, mistery",2025-03-05,TV-MA,tt35836959,"Said Chamie, Claudia Sánchez",https://www.netflix.com/title/81683616
246992,Sirens,2025-05-22,5.6464,6.748,143,Ended,False,1,5,"Drama, Comedy",Miniseries,en,US,,244.0,244.0,"dark comedy, based on play or musical, miniseries, suspenseful",2025-05-22,TV-MA,tt31429675,Molly Smith Metzler,https://www.netflix.com/title/81589551
109958,The Haunting of Bly Manor,2020-10-09,5.6456,7.574,1323,Ended,False,1,9,"Mystery, Drama",Miniseries,en,US,,1930.0,1930.0,"based on novel or book, haunted house, haunting, miniseries, gothic",2020-10-09,TV-MA,tt10970552,Mike Flanagan,https://www.netflix.com/title/81237854
217528,Heweliusz,2025-11-05,5.6317,7.477,44,Ended,False,1,5,"Drama, Mystery",Miniseries,pl,PL,,77.0,77.0,"ferry boat, miniseries, sinking boat, catastrophe",2025-11-05,TV-MA,tt32253092,,https://www.netflix.com/title/81552030
204255,Graveyard,2022-06-17,5.6304,6.8,27,Returning Series,True,2,12,"Crime, Drama, Mystery",Scripted,tr,TR,,1314.0,328.0,murder,2025-02-27,TV-MA,tt16420408,"Evren Oğuz, Özden Uçar, Onur Böber, Abdullah Oğuz",https://www.netflix.com/title/81573856
72462,Free Rein,2017-06-22,5.6265,7.885,208,Canceled,False,3,30,"Family, Kids, Drama",Scripted,en,GB,,3135.0,2391.0,,2019-07-06,TV-G,tt6928052,"Kirstie Falkous, Anna McCleery, Vicki Lutas",https://www.netflix.com/title/80134695
81983,Paradise PD,2018-08-31,5.6207,7.181,384,Ended,False,4,40,"Comedy, Animation",Scripted,en,US,,2700.0,1132.0,"police, surrealism, drugs, criminal, dog",2022-12-16,TV-MA,tt8235236,"Waco O'Guin, Roger Black",https://www.netflix.com/title/80191522
76874,Alexa & Katie,2018-03-23,5.6027,8.1,214,Ended,False,4,39,Comedy,Scripted,en,US,25.0,2861.0,2048.0,"cancer, female protagonist",2020-06-13,TV-G,tt6916746,Heather Wordham,https://www.netflix.com/title/80174285
80805,The Epic Tales of Captain Underpants,2018-07-13,5.5608,7.5,72,Ended,False,3,39,"Comedy, Kids, Animation, Sci-Fi & Fantasy",Scripted,en,US,24.0,2749.0,2378.0,"underwear, elementary school, alter ego, superhero, best friend",2019-07-19,TV-Y7,tt7741830,,https://www.netflix.com/title/80179782
122781,Asterix & Obelix: The Big Fight,2025-04-30,5.55,7.87,158,Ended,False,1,5,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy, Family",Miniseries,fr,FR,35.0,266.0,266.0,"roman, village, cartoon, based on comic, brawl",2025-04-30,TV-PG,tt14164922,Alain Chabat,https://www.netflix.com/title/81316606
94225,Just a Dash,2019-10-02,5.5496,7.7,3,Returning Series,True,3,34,"Documentary, Comedy",Reality,en,CA,,2303.0,1771.0,"cooking, food",2021-03-17,,tt39159596,,https://www.netflix.com/title/82148316
112833,Juvenile Justice,2022-02-25,5.5377,7.966,219,Ended,False,1,10,"Drama, Crime",Scripted,ko,KR,61.0,1426.0,1426.0,"judge, victim, community, court, police",2022-02-25,TV-MA,tt15553922,"Hong Jong-chan, Kim Min-suk",https://www.netflix.com/title/81312802
241269,Bandidos,2024-03-13,5.5249,7.296,137,Returning Series,True,2,14,Action & Adventure,Scripted,es,MX,,679.0,383.0,"sunken treasure, spanish, gold treasure",2025-01-03,TV-MA,tt11262142,Pablo Tébar,https://www.netflix.com/title/81026305
101918,Valeria,2020-05-08,5.5011,7.381,244,Ended,False,4,30,"Comedy, Drama",Scripted,es,ES,45.0,2084.0,341.0,"infidelity, friendship, romcom, extramarital affair, seductress",2025-02-14,TV-MA,tt9731288,María López Castaño,https://www.netflix.com/title/80212986
248982,Cassandra,2025-02-06,5.4998,7.12,237,Ended,False,1,6,Sci-Fi & Fantasy,Miniseries,de,DE,,349.0,349.0,"miniseries, robot, smart home, virtual assistant, gay theme",2025-02-06,TV-MA,tt29135600,Benjamin Gutsche,https://www.netflix.com/title/81621534
220564,The Perfect Couple,2024-09-05,5.4922,6.8,293,Ended,False,1,6,"Drama, Mystery, Crime",Miniseries,en,US,,503.0,503.0,"drowning, based on novel or book, infidelity, massachusetts, murder",2024-09-05,TV-MA,tt11514868,Jenna Lamia,https://www.netflix.com/title/81474158
131305,Celebrity,2023-06-30,5.4905,7.701,142,Ended,False,1,12,"Drama, Mystery",Miniseries,ko,KR,45.0,936.0,936.0,"celebrity, revenge, lying, social media, rich guy",2023-06-30,TV-MA,tt26315488,"Kim Cheol-kyu, Kim Yi-young",https://netflix.com/title/81361096
221504,Unicorn Academy,2023-11-02,5.4825,7.971,51,Returning Series,True,4,21,"Animation, Kids, Sci-Fi & Fantasy, Action & Adventure, Comedy, Family",Scripted,en,CA,,811.0,69.0,"based on children's book, educational, unicorn",2025-11-13,TV-Y7,tt27423738,"Michelle Lamoreaux, Robert Lamoreaux",https://unicornacademy.com
136369,Tomorrow,2022-04-01,5.4803,8.4,263,Ended,False,1,16,"Drama, Sci-Fi & Fantasy, Action & Adventure",Scripted,ko,KR,60.0,1391.0,1341.0,"suicide, coma, suicide attempt, afterlife, grim reaper",2022-05-21,TV-14,tt18926162,Llama,https://program.imbc.com/Tomorrow
201124,Mo,2022-08-24,5.4781,6.987,76,Ended,False,2,16,"Comedy, Drama",Scripted,en,US,,1246.0,356.0,"social issues, thoughtful, reflective, ethnic minority, gritty",2025-01-30,TV-MA,tt15875168,"Mo Amer, Ramy Youssef",https://www.netflix.com/title/81134264
210955,First Love,2022-11-24,5.477,8.1,132,Ended,False,1,9,Drama,Miniseries,ja,JP,,1154.0,1154.0,"love, romance, miniseries, first love, lost love",2022-11-24,TV-MA,tt15289042,,https://www.netflix.com/title/81137509
247441,Testament: The Story of Moses,2024-03-27,5.4689,7.2,59,Ended,False,1,3,"Documentary, Drama, Sci-Fi & Fantasy",Miniseries,en,US,,665.0,665.0,"moses, prince, miniseries, prophet, docudrama",2024-03-27,TV-14,tt31589872,,https://www.netflix.com/title/81341795
71377,The Mr. Peabody & Sherman Show,2015-10-09,5.4688,6.1,19,Returning Series,True,4,52,"Animation, Family, Comedy",Scripted,en,"CA, US",23.0,3757.0,3197.0,,2017-04-21,TV-PG,tt5021206,,https://www.netflix.com/title/80050007
247043,The Ba***ds of Bollywood,2025-09-18,5.4603,6.829,35,Ended,False,1,7,"Comedy, Action & Adventure",Miniseries,hi,IN,,125.0,125.0,"satire, film industry, dark humor",2025-09-18,TV-MA,tt34683290,"Aryan Khan, Bilal Siddiqi, Manav Chauhan",https://www.netflix.com/latest?jbv=81975483
82456,Hilda,2018-09-21,5.4569,8.374,210,Ended,False,3,34,"Animation, Sci-Fi & Fantasy, Family, Action & Adventure",Scripted,en,"CA, GB",27.0,2679.0,776.0,"elves, fairy tale, mythical creature, female protagonist, dragon",2023-12-07,TV-Y7,tt6385540,Luke Pearson,https://www.netflix.com/title/80115346
71809,The Dark Crystal: Age of Resistance,2019-08-30,5.4394,7.796,422,Canceled,False,1,10,"Sci-Fi & Fantasy, Action & Adventure, Family",Scripted,en,US,,2336.0,2336.0,"resistance, emperor, castle, surreal, prequel",2019-08-30,TV-PG,tt6905542,"Jeffrey Addiss, Will Matthews",https://www.netflix.com/title/80148535
138183,KAKEGURUI TWIN,2022-08-04,5.4121,7.299,87,Ended,False,1,6,"Animation, Mystery",Miniseries,ja,JP,,1266.0,1266.0,"school, based on manga, spin off, anime, psychological",2022-08-04,TV-14,tt15912380,,https://kakegurui-twin-anime.com
248937,Hostage,2025-08-21,5.3954,6.6,82,Ended,False,1,5,"Drama, War & Politics",Miniseries,en,GB,,153.0,153.0,"hostage, miniseries, british prime minister, united kingdom, public health",2025-08-21,TV-MA,tt31806048,Matt Charman,https://www.netflix.com/title/81696688
95599,Kipo and the Age of Wonderbeasts,2020-01-14,5.3941,8.225,227,Ended,False,3,30,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",Scripted,en,US,24.0,2199.0,1927.0,"transformation, talking animal, based on webcomic or webtoon, underground colony",2020-10-12,TV-Y7,tt10482560,"Bill Wolkoff, Radford Sechrist",https://www.netflix.com/title/80221553
124416,Hit & Run,2021-08-06,5.3899,6.916,113,Canceled,False,1,9,"Action & Adventure, Drama, Crime",Scripted,en,"US, IL",48.0,1629.0,1629.0,"gun, man, wife, murder",2021-08-06,TV-MA,tt9073940,"Nicole Yorkin, Avi Issacharoff, Lior Raz, Dawn Prestwich",https://www.netflix.com/title/80205626
217945,Zombieverse,2023-08-08,5.385,6.0,53,Returning Series,True,2,15,Reality,Reality,ko,KR,,897.0,428.0,"survival, zombie apocalypse",2024-11-19,TV-MA,tt26770113,"Park Jin-kyung, Moon Sang-don",https://www.netflix.com/title/81635888
86957,Green Eggs and Ham,2019-11-08,5.3846,8.023,65,Ended,False,2,23,"Kids, Family, Animation, Comedy, Action & Adventure",Scripted,en,US,28.0,2266.0,1384.0,"based on children's book, buddy comedy, mother daughter relationship, egg",2022-04-08,TV-Y7,tt4651448,Jared Stern,https://www.netflix.com/title/80057250
233686,Karma,2025-04-04,5.3674,7.407,81,Ended,False,1,6,"Crime, Drama",Scripted,ko,KR,53.0,292.0,292.0,"blackmail, surgeon, villain, insurance fraud, childhood trauma",2025-04-04,,tt29921070,Lee Il-hyung,https://www.netflix.com/title/81703410
67166,El marginal,2016-06-02,5.3576,8.189,412,Ended,False,5,43,"Crime, Drama",Scripted,es,AR,60.0,3520.0,1358.0,"prison, pastor, shocking, dramatic, critical",2022-05-04,TV-MA,tt5820976,"Adrián Caetano, Sebastián Ortega",https://www.netflix.com/title/80115297
235924,Criminal Code,2023-11-14,5.3565,7.5,119,Returning Series,True,2,16,"Drama, Crime, Action & Adventure",Scripted,pt,BR,,799.0,231.0,,2025-06-04,TV-MA,tt22459586,"Heitor Dhalia, Pedro Morelli",https://www.netflix.com/title/81442394
87508,Delhi Crime,2019-03-22,5.3526,7.83,116,Returning Series,True,3,18,Crime,Scripted,hi,IN,,2497.0,69.0,"delhi, india, investigation, gang rape, true crime, euphoric",2025-11-13,TV-MA,tt9398466,Richie Mehta,https://www.netflix.com/title/81076756
77606,The Boss Baby: Back in Business,2018-04-06,5.3499,7.07,1767,Ended,False,4,49,"Animation, Action & Adventure, Comedy, Kids",Scripted,en,US,24.0,2847.0,1891.0,baby,2020-11-17,TV-G,tt7741824,Brandon Sawyer,https://www.netflix.com/title/80178943
292493,My Korean Boyfriend,2026-01-01,5.3324,10.0,1,Returning Series,True,1,8,Reality,Reality,pt,BR,,20.0,13.0,"date, korea, brazil, love experiment",2026-01-08,,tt37041362,,https://www.netflix.com/title/81902017
80795,ULTRAMAN,2019-04-01,5.3272,7.1,150,Ended,False,3,31,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",Scripted,ja,JP,24.0,2487.0,986.0,"japan, hero, villain, transformation, high school",2023-05-11,TV-14,tt8699270,,https://www.netflix.com/title/80231373
209809,Ronja the Robber's Daughter,2024-03-28,5.3232,6.6,31,Returning Series,True,1,12,"Action & Adventure, Drama, Family",Scripted,sv,SE,,664.0,454.0,"robbery, based on novel or book, castle, forest, rivalry",2024-10-24,,tt15379396,Hans Rosenfeldt,https://www.netflix.com/title/81737131
209332,Boy Swallows Universe,2024-01-11,5.3193,7.278,126,Ended,False,1,7,"Drama, Crime, Mystery",Miniseries,en,AU,,741.0,741.0,"based on novel or book, gangster, coming of age, miniseries, brisbane",2024-01-11,TV-MA,tt10399902,John Collee,https://www.netflix.com/title/81449940
93484,Jupiter's Legacy,2021-05-07,5.2964,6.916,742,Canceled,False,1,8,"Sci-Fi & Fantasy, Action & Adventure, Drama, Mystery",Scripted,en,US,45.0,1720.0,1720.0,"superhero, based on comic, mind reading, superhero team, fantasy world",2021-05-07,TV-MA,tt5774002,Steven S. DeKnight,https://www.netflix.com/title/80244953
239287,Terminator Zero,2024-08-29,5.2889,7.044,195,Ended,False,1,8,"Animation, Sci-Fi & Fantasy, Action & Adventure",Scripted,ja,"US, JP",,510.0,510.0,"japan, artificial intelligence (a.i.), time travel, end of the world, soldier",2024-08-29,TV-MA,tt14153236,Mattson Tomlin,https://www.netflix.com/title/81217220
230777,The Trunk,2024-11-29,5.2825,6.9,57,Ended,False,1,8,"Drama, Mystery",Miniseries,ko,KR,,418.0,418.0,"based on novel or book, miniseries, contract relationship, apathetic, defiant",2024-11-29,TV-MA,tt26773401,Kim Kyu-tae,https://www.netflix.com/title/81582447
81290,The Kominsky Method,2018-11-16,5.281,7.475,326,Ended,False,3,22,"Comedy, Drama",Scripted,en,US,25.0,2623.0,1699.0,"funeral, aging, daughter, friendship, family relationships",2021-05-28,TV-MA,tt7255502,Chuck Lorre,https://www.netflix.com/title/80201680
156484,The 8 Show,2024-05-17,5.2751,7.239,298,Ended,False,1,8,"Drama, Mystery",Miniseries,ko,KR,,614.0,614.0,"investigation, survival, miniseries, fictional game show, psychological thriller",2024-05-17,TV-MA,tt30423279,Han Jae-rim,https://www.netflix.com/title/81719583
158154,Heartbreak High,2022-09-14,5.2652,7.1,148,Returning Series,True,3,16,Drama,Scripted,en,AU,48.0,1225.0,650.0,"transsexuality, sydney, australia, australia, high school, racism",2024-04-11,TV-MA,tt15054962,"Hannah Carroll Chapman, Ben Gannon, Michael Jenkins",https://www.netflix.com/title/81342553
250162,The Decameron,2024-07-25,5.2597,5.975,99,Ended,False,1,8,"Comedy, Drama",Miniseries,en,US,,545.0,545.0,"based on novel or book, period drama, black death, 1300s, approving",2024-07-25,TV-MA,tt21831910,Kathleen Jordan,https://www.netflix.com/title/81417084
70767,Dear White People,2017-04-28,5.2594,5.949,185,Ended,False,4,40,"Comedy, Drama",Scripted,en,US,30.0,3190.0,1582.0,"college, social commentary, racism, racial tension, social justice",2021-09-22,TV-MA,tt5707802,Justin Simien,https://www.netflix.com/title/80095698
91275,Unbelievable,2019-09-13,5.25,7.949,748,Ended,False,1,8,"Drama, Crime",Miniseries,en,US,47.5,2322.0,2322.0,"rape, detective, sexual abuse, colorado, investigation",2019-09-13,TV-MA,tt7909970,Susannah Grant,https://www.netflix.com/title/80153467
77826,SKAM Italia,2018-03-29,5.2445,7.274,84,Ended,False,6,62,Drama,Scripted,it,IT,,2855.0,734.0,"italy, lover, friendship, school, lgbt",2024-01-18,,tt8360352,"Ludovico Bessegato, Julie Andem",https://www.netflix.com/title/81229431
220056,The Madness,2024-11-28,5.2328,6.311,164,Ended,False,1,8,"Drama, Crime, Action & Adventure",Miniseries,en,US,,419.0,419.0,"pennsylvania, usa, conspiracy, on the run, miniseries, framed for murder",2024-11-28,TV-MA,tt26676489,Stephen Belber,https://www.netflix.com/title/81457258
95670,Medical Police,2020-01-10,5.219,6.4,138,Canceled,False,1,10,Comedy,Scripted,en,US,24.0,2203.0,2203.0,"satire, slapstick comedy, parody, mission, spoof",2020-01-10,TV-MA,tt9850952,"Rob Corddry, Krister Johnson, Jonathan Stern, David Wain",https://www.netflix.com/title/81011449
88728,I Think You Should Leave with Tim Robinson,2019-04-23,5.219,6.9,150,Ended,False,3,18,Comedy,Scripted,en,US,,2465.0,967.0,"surreal, sketch comedy, playful, absurd, offbeat",2023-05-30,TV-MA,tt10050772,"Zach Kanin, Tim Robinson",https://www.netflix.com/title/80986854
197588,Man vs Bee,2022-06-24,5.211,7.147,658,Ended,False,1,9,"Family, Comedy",Scripted,en,GB,,1307.0,1307.0,"slapstick comedy, house-sitting",2022-06-24,TV-PG,tt13640670,"Rowan Atkinson, William Davies",https://www.netflix.com/title/81222715
97400,Midnight Mass,2021-09-24,5.2107,7.5,1121,Ended,False,1,7,"Mystery, Drama",Miniseries,en,US,,1580.0,1580.0,"sheriff, island, drug dealer, vampire, addiction",2021-09-24,TV-MA,tt10574558,Mike Flanagan,https://www.netflix.com/title/81083626
67780,Easy,2016-09-22,5.2004,5.984,160,Ended,False,3,25,"Comedy, Drama",Scripted,en,US,30.0,3408.0,2448.0,"chicago, illinois, marriage, anthology, relationship, topical",2019-05-10,TV-MA,tt5562056,Joe Swanberg,https://www.netflix.com/title/80095699
219788,Unstable,2023-03-30,5.2001,6.885,74,Canceled,False,2,16,"Comedy, Drama",Scripted,en,US,,1028.0,538.0,"family business , workplace comedy, father son relationship, joyful",2024-08-01,TV-14,tt19394168,"Victor Fresco, John Owen Lowe, Rob Lowe",https://www.netflix.com/title/81500842
83125,Cursed,2020-07-16,5.1834,7.156,960,Canceled,False,1,10,"Action & Adventure, Sci-Fi & Fantasy",Scripted,en,GB,,2015.0,2015.0,"based on novel or book, excalibur, dark fantasy, teen drama, quest",2020-07-16,TV-MA,tt8210856,"Tom Wheeler, Frank Miller",https://www.netflix.com/title/80199393
