id,name,first_air_date,popularity,vote_average,vote_count,status,in_production,num_seasons,num_episodes,genres,type,original_language,origin_country,avg_episode_runtime,show_age_days,days_since_last_episode,keywords,last_air_date,us_content_rating,imdb_id,created_by,homepage
206686,Chicken Nugget,2024-03-15,5.1801,6.3,40,Ended,False,1,10,"Comedy, Mystery, Sci-Fi & Fantasy",Miniseries,ko,KR,,677.0,677.0,"man vs machine, shapeshifting, miniseries, secret admirer, frantic",2024-03-15,TV-MA,tt28642797,Lee Byeong-heon,https://www.netflix.com/title/81582269
241259,Baby Reindeer,2024-04-11,5.162,7.6,1051,Ended,False,1,7,Drama,Miniseries,en,GB,,650.0,650.0,"london, england, rape, sexuality, trauma, edinburgh, scotland",2024-04-11,TV-MA,tt13649112,Richard Gadd,https://www.netflix.com/title/81219887
93392,Raising Dion,2019-10-04,5.1512,7.54,465,Canceled,False,2,17,"Drama, Sci-Fi & Fantasy",Scripted,en,US,50.0,2301.0,1450.0,"hero, superhero, based on comic, dysfunctional family, family relationships",2022-02-01,TV-PG,tt7826108,Carol Barbee,https://www.netflix.com/title/80117803
262878,Secrets We Keep,2025-05-15,5.1409,6.619,101,Ended,False,1,6,"Drama, Crime",Miniseries,da,DK,,251.0,251.0,"copenhagen, denmark, au pair, murder, miniseries, missing person",2025-05-15,,tt33496221,Ingeborg Topsøe,https://www.netflix.com/title/81697668
252372,Murder Mindfully,2024-10-31,5.1384,7.615,143,Returning Series,True,1,8,"Comedy, Crime, Drama",Scripted,de,DE,,447.0,447.0,"based on novel or book, murder, mafia, lawyer, thriller",2024-10-31,TV-MA,tt30217222,Karsten Dusse,https://www.netflix.com/title/81554969
129141,Surviving Summer,2022-06-03,5.1364,7.28,116,Canceled,False,2,18,Drama,Scripted,en,AU,27.0,1328.0,859.0,"surfing, australia, friendship, high school, summer",2023-09-15,TV-PG,tt13925166,"Josh Mapleston, Joanna Werner",https://www.netflix.com/title/81032078
158646,Is It Cake?,2022-03-18,5.1228,6.9,52,Returning Series,True,4,24,Reality,Reality,en,US,,1405.0,663.0,"baking, baking competition, reality competition, cakes",2024-03-29,TV-PG,tt18314214,,https://www.netflix.com/title/81333845
154861,Fishbowl Wives,2022-02-14,5.1175,6.1,40,Ended,False,1,8,Drama,Scripted,ja,JP,50.0,1437.0,1437.0,"infidelity, love, romance, domestic abuse, based on manga",2022-02-14,TV-MA,tt15410190,Ryô Kurosawa,https://www.netflix.com/title/81312809
116249,Kid Cosmic,2021-02-02,5.1161,7.975,79,Ended,False,3,24,"Animation, Action & Adventure",Scripted,en,US,26.0,1814.0,1448.0,superhero,2022-02-03,TV-Y7,tt9248538,Craig McCracken,https://www.netflix.com/title/80244340
210232,The Watcher,2022-10-13,5.1017,7.096,722,Returning Series,True,1,7,"Drama, Mystery",Scripted,en,US,48.0,1196.0,1196.0,"based on true story, mysterious letter, mysterious, based on magazine, newspaper or article, secret",2022-10-13,TV-MA,tt14852808,"Ian Brennan, Ryan Murphy",https://www.netflix.com/title/81380441
93219,The Movies That Made Us,2019-11-29,5.0932,7.242,128,Ended,False,3,14,Documentary,Documentary,en,US,,2245.0,1562.0,"interview, nostalgia, behind the scenes, filmmaking, making of",2021-10-12,TV-MA,tt10681222,"Brian Volk-Weiss, 0",https://www.netflix.com/title/80990849
243316,The Four Seasons,2025-05-01,5.0913,6.591,115,Returning Series,True,2,8,Comedy,Scripted,en,US,,265.0,265.0,"friendship, based on movie",2025-05-01,,tt30826447,"Tracey Wigfield, Tina Fey, Lang Fisher",https://www.netflix.com/title/81750702
89641,Love Alarm,2019-08-22,5.082,8.255,2020,Ended,False,2,14,"Drama, Sci-Fi & Fantasy",Scripted,ko,KR,50.0,2344.0,1776.0,"love triangle, technology, friendship, high school, love",2021-03-12,,tt9145880,Yu Bo-ra,https://www.netflix.com/title/80168068
213573,StoryBots: Answer Time,2022-11-21,5.0786,6.857,21,Returning Series,True,2,22,"Kids, Animation",Scripted,en,US,24.0,1157.0,926.0,"friendship, robot, spin off, educational, question",2023-07-10,TV-Y,tt22097692,"Evan Spiridellis, Gregg Spiridellis",https://www.netflix.com/title/81091578
81355,When They See Us,2019-05-31,5.0687,8.218,970,Ended,False,1,4,Drama,Miniseries,en,US,,2427.0,2427.0,"new york city, rape, based on true story, miniseries, racism",2019-05-31,TV-MA,tt7137906,Ava DuVernay,https://www.netflix.com/title/80200549
99002,PIECES OF HER,2022-03-04,5.0657,6.355,184,Ended,False,1,8,"Crime, Mystery, Drama",Scripted,en,US,,1419.0,1419.0,"mother, murder",2022-03-04,TV-MA,tt9170236,Charlotte Stoudt,https://www.netflix.com/title/81015514
86636,Nailed It! Mexico,2019-02-08,5.0634,6.9,38,Returning Series,True,3,18,Reality,Reality,es,US,,2539.0,1842.0,"competition, food, cooking competition, baking competition",2021-01-05,,tt9708588,,https://www.netflix.com/title/81002145
242977,La Palma,2024-12-12,5.0252,6.872,235,Ended,False,1,4,Drama,Miniseries,no,NO,44.0,405.0,405.0,"holiday, hotel, volcano, natural disaster, miniseries",2024-12-12,TV-MA,tt30317229,"Martin Sundland, Lars Gudmestad, Harald Rosenløw-Eeg",https://www.netflix.com/title/81640070
96777,The Silent Sea,2021-12-24,5.0209,7.6,664,Ended,False,1,8,"Drama, Sci-Fi & Fantasy, Mystery",Scripted,ko,KR,45.0,1489.0,1489.0,"moon, future, research, space, mission",2021-12-24,TV-MA,tt11570202,"Park Eun-kyo, Choi Hang-yong",https://www.netflix.com/title/81098012
63314,Club de Cuervos,2015-08-07,5.0093,8.4,307,Ended,False,4,45,"Drama, Comedy",Scripted,en,US,40.0,3820.0,2553.0,"sibling relationship, mexico, football (soccer)",2019-01-25,TV-MA,tt4680240,"Gary Alazraki, Michael Lam",https://www.netflix.com/title/80030346
59717,Comedians in Cars Getting Coffee,2012-07-19,4.9826,7.119,164,Ended,False,11,84,"Comedy, Talk",Scripted,en,US,17.2,4934.0,2378.0,"coffee, comedian",2019-07-19,TV-14,tt2314952,Jerry Seinfeld,https://www.netflix.com/title/80171362
100349,Mulligan,2023-05-12,4.982,5.5,31,Returning Series,True,1,20,"Animation, Comedy",Scripted,en,US,,985.0,607.0,"adult animation, alien attack",2024-05-24,TV-14,tt11948642,"Robert Carlock, Sam Means",https://www.netflix.com/title/81214194
94252,Human Resources,2022-03-18,4.9658,6.574,135,Ended,False,2,20,"Animation, Comedy",Scripted,en,US,,1405.0,957.0,"monster, workplace, spin off, sitcom, witty",2023-06-09,TV-MA,tt11092142,"Mark Levin, Nick Kroll, Jennifer Flackett, Kelly Galuska, Andrew Goldberg",https://www.netflix.com/title/81092963
81354,Ratched,2020-09-18,4.9428,7.646,1213,Canceled,False,1,8,"Mystery, Drama, Crime",Scripted,en,US,,1951.0,1951.0,"nurse, motel, mutilation, lobotomy, mental hospital",2020-09-18,TV-MA,tt7423538,Evan Romansky,https://www.netflix.com/title/80213445
223447,Jentry Chau vs the Underworld,2024-12-05,4.9388,8.257,37,Returning Series,True,1,13,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",Scripted,en,US,,412.0,412.0,"small town, texas, supernatural, high school, school",2024-12-05,TV-PG,tt27368999,Echo Wu,https://www.netflix.com/title/81310438
263346,Ripple,2025-12-03,4.9362,5.4,9,Returning Series,True,1,8,Drama,Scripted,en,CA,,49.0,49.0,"new york city, sincere",2025-12-03,TV-PG,tt33378120,Michele Giannusa,https://www.netflix.com/title/81205146
243200,"Old Dog, New Tricks",2025-10-03,4.8826,6.744,39,Returning Series,True,2,9,Comedy,Scripted,es,ES,,110.0,110.0,"veterinarian, loving",2025-10-03,TV-MA,tt30817086,Víctor García León,https://www.netflix.com/title/81711034
132188,"Boo, Bitch",2022-07-08,4.8633,7.2,142,Ended,False,1,8,"Comedy, Sci-Fi & Fantasy",Miniseries,en,US,,1293.0,1293.0,miniseries,2022-07-08,TV-14,tt14097144,"Lauren Iungerich, Erin Ehrlich, Kuba Soltysiak, Tim Schauer",https://www.netflix.com/title/81249731
211051,My Daemon,2023-11-23,4.8549,8.0,43,Ended,False,1,13,"Animation, Sci-Fi & Fantasy, Action & Adventure, Drama",Scripted,th,TH,,790.0,790.0,"hell, nuclear explosion, young boy, demon, science fiction",2023-11-23,TV-14,tt28612257,,https://www.netflix.com/title/81261227
158141,Supacell,2024-06-27,4.8402,7.395,237,Returning Series,True,2,7,"Action & Adventure, Sci-Fi & Fantasy, Drama",Scripted,en,GB,,573.0,573.0,"hip-hop, anthology, superhero, gritty, sci-fi mystery",2024-06-27,TV-MA,tt16283758,Rapman,https://www.netflix.com/title/81316476
53606,Love,2016-02-19,4.8312,7.1,312,Ended,False,3,34,"Comedy, Drama",Scripted,en,US,32.0,3624.0,2875.0,"love, romcom, romance, hollywood, los angeles, california",2018-03-09,TV-MA,tt4061080,"Paul Rust, Judd Apatow, Lesley Arfin",http://www.netflix.com/title/80026506
218177,At the Moment,2023-11-10,4.8301,6.7,14,Ended,False,1,10,Drama,Miniseries,zh,TW,60.0,803.0,803.0,"anthology, romance, lgbt, pandemic, time skip",2023-11-10,TV-MA,tt28951022,"Du Zheng-zhe, Lien Yi-Chi",https://www.netflix.com/title/81701115
127599,Super Crooks,2021-11-25,4.8289,7.018,82,Ended,False,1,13,"Animation, Crime, Sci-Fi & Fantasy, Action & Adventure",Scripted,ja,JP,24.0,1518.0,1518.0,"delinquency, supernatural, combat, based on graphic novel, super power",2021-11-25,TV-MA,tt14272628,,https://www.netflix.com/title/81034907
119565,Snabba Cash,2021-04-07,4.8239,6.944,107,Returning Series,True,2,12,"Crime, Drama",Scripted,sv,SE,52.0,1750.0,1217.0,"corruption, capitalism, money laundering, friendship, threat",2022-09-22,TV-MA,tt10540276,"Jens Lapidus, Oskar Söderlund, Jesper Ganslandt",https://www.netflix.com/title/81128450
210905,Physical: 100,2023-01-24,4.8142,7.7,173,Returning Series,True,2,18,Reality,Reality,ko,KR,,1093.0,659.0,"competition, game show, wrestling, fitness, survival show",2024-04-02,TV-14,tt25274446,Jang Ho-gi,https://www.netflix.com/title/81587446
75814,Terrace House: Opening New Doors,2017-12-19,4.7906,7.7,28,Ended,False,6,49,Reality,Reality,ja,JP,40.0,2955.0,2535.0,"japan, roommates, romance, dating show, shared house",2019-02-12,TV-14,tt7776244,,http://www.terrace-house.jp/openingnewdoors/
65693,Good Morning Call,2016-02-12,4.7881,6.692,60,Ended,False,2,27,"Comedy, Drama",Scripted,ja,JP,,3631.0,3043.0,"love triangle, japan, adolescence, friendship, high school",2017-09-22,TV-14,tt5520732,"Yue Takasuka, Takashi Fujio, Keiko Kanome",http://www.goodmorning-call.com
214079,The Tailor,2023-05-02,4.7867,7.32,100,Ended,False,3,23,"Drama, Mystery",Scripted,tr,TR,,995.0,810.0,"period drama, tailor, turkish",2023-11-03,TV-MA,tt15473010,Onur Güvenatam,https://www.netflix.com/title/81590491
241883,The Gardener,2025-04-11,4.7847,6.782,119,Ended,False,1,6,"Crime, Drama",Miniseries,es,ES,,285.0,285.0,"murder for hire, mystery, thriller, serie española",2025-04-11,,tt30494784,Miguel Sáez Carral,https://www.netflix.com/title/81702548
247831,Mandala Murders,2025-07-25,4.7765,7.385,26,Ended,False,1,8,"Crime, Drama, Mystery",Scripted,hi,IN,40.0,180.0,180.0,"detective, mythology, murder, thriller",2025-07-25,TV-MA,tt26626214,Gopi Puthran,https://www.netflix.com/title/81749580
119988,The Innocent,2021-04-30,4.77,7.685,425,Ended,False,1,8,"Crime, Mystery, Drama",Miniseries,es,ES,,1727.0,1727.0,"rape, based on novel or book, fight, murder, miniseries",2021-04-30,TV-MA,tt10147644,"Oriol Paulo, Jordi Vallejo",https://www.netflix.com/title/81036936
93811,Into the Night,2020-05-01,4.7652,7.14,560,Canceled,False,2,12,Sci-Fi & Fantasy,Scripted,fr,BE,37.0,2091.0,1596.0,"sun, pilot, airplane, hijacking, flight",2021-09-08,TV-MA,tt10919486,Jason George,https://www.netflix.com/title/81008221
250850,Master of the House,2024-07-18,4.7509,8.7,44,Ended,False,1,7,"Drama, Mystery",Scripted,th,TH,,552.0,552.0,"miniseries, housekeeper, social thriller",2024-07-18,TV-MA,tt31158587,,https://www.netflix.com/title/81622918
202010,As the Crow Flies,2022-06-03,4.7502,7.1,62,Ended,False,3,24,Drama,Scripted,tr,TR,45.0,1328.0,650.0,,2024-04-11,,tt13323566,Meriç Acemi,https://www.netflix.com/title/81303889
253030,Love Is Blind: Germany,2025-01-03,4.742,5.25,8,Returning Series,True,2,10,Reality,Reality,de,DE,,383.0,367.0,"blind date, dating show",2025-01-19,TV-MA,tt27719131,,https://www.netflix.com/title/81682952
85940,7SEEDS,2019-06-28,4.7409,7.737,226,Ended,False,1,24,"Animation, Sci-Fi & Fantasy, Drama",Scripted,ja,JP,24.0,2399.0,2127.0,"japan, based on manga, anime, unfinished, psychological",2020-03-26,TV-MA,tt9348718,,http://7seeds.jp/
210268,Burn the House Down,2023-07-13,4.7247,7.148,64,Ended,False,1,8,"Drama, Mystery",Miniseries,ja,JP,,923.0,923.0,"revenge, based on manga, suspense",2023-07-13,TV-14,tt21327000,Arisa Kaneko,https://www.netflix.com/title/81511743
106541,The Witcher: Blood Origin,2022-12-25,4.7242,6.565,761,Ended,False,1,4,"Sci-Fi & Fantasy, Action & Adventure, Drama",Miniseries,en,US,,1123.0,1123.0,"based on novel or book, fantasy world, sign languages, semi-prequel",2022-12-25,TV-MA,tt12785720,"Declan de Barra, Lauren Schmidt Hissrich",https://www.netflix.com/title/81279312
127865,The Chestnut Man,2021-09-29,4.7236,7.488,627,Returning Series,True,2,6,"Crime, Drama, Mystery",Scripted,da,DK,55.0,1575.0,1575.0,"detective, based on novel or book, investigation, forest, politician",2021-09-29,TV-MA,tt10834220,"Søren Sveistrup, David Sandreuter, Mikkel Serup, Dorthe Warnø Høgh",https://www.netflix.com/title/81039388
132141,Maya and the Three,2021-10-22,4.6974,7.873,326,Ended,False,1,9,"Animation, Family, Action & Adventure, Comedy, Kids",Miniseries,es,MX,,1552.0,1552.0,"magic, legend, kingdom, princess, god",2021-10-22,TV-Y7,tt8787772,Jorge R. Gutierrez,https://www.netflix.com/title/80244283
84469,Cowboy Bebop,2021-11-19,4.6951,6.5,446,Canceled,False,1,10,"Sci-Fi & Fantasy, Action & Adventure, Crime",Scripted,en,US,,1524.0,1524.0,"bounty hunter, east asian lead, action hero, based on anime, live action remake",2021-11-19,TV-MA,tt1267295,Christopher L. Yost,https://www.netflix.com/title/80207033
42368,Lilyhammer,2012-01-25,4.6921,7.3,276,Ended,False,3,24,"Drama, Comedy, Crime",Scripted,en,NO,,5110.0,4053.0,"norway, witness protection, mafia, nordic noir",2014-12-17,TV-MA,tt1958961,"Eilif Skodvin, Anne Bjørnstad",https://www.netflix.com/title/70221438
210098,House of Ninjas,2024-02-15,4.6557,7.2,152,Ended,False,1,8,"Drama, Action & Adventure",Miniseries,ja,JP,,706.0,706.0,"ninja, ninjas",2024-02-15,TV-MA,tt22012992,Dave Boyle,https://www.netflix.com/title/81465101
283387,Everybody's Live with John Mulaney,2025-03-12,4.654,5.0,2,Returning Series,True,1,12,"Comedy, Talk",Talk Show,en,US,,315.0,238.0,"talk show, celebrity, celebrity interview",2025-05-28,TV-MA,tt35630627,,https://www.netflix.com/title/81912996
245926,Turning Point: The Bomb and the Cold War,2024-03-12,4.6519,7.865,37,Ended,False,1,9,Documentary,Miniseries,en,US,,680.0,680.0,"atomic bomb, cold war, soviet union, miniseries, nuclear weapons",2024-03-12,TV-14,tt26227818,,https://www.netflix.com/title/81614129
209504,Maestro in Blue,2022-10-13,4.6492,6.4,39,Returning Series,True,3,19,"Drama, Crime",Scripted,el,GR,,1196.0,412.0,"music teacher, greek",2024-12-05,TV-MA,tt16447750,Christopher Papakaliatis,https://www.megatv.com/ekpompes/660944/maestro/
300894,Kurukshetra,2025-10-10,4.649,8.5,22,Ended,False,1,18,"Action & Adventure, Drama, Animation",Scripted,hi,IN,,103.0,89.0,,2025-10-24,TV-14,tt38235589,Anu Sikka,https://www.netflix.com/in/title/82063102
225399,The Leopard,2025-03-05,4.6454,7.819,72,Ended,False,1,6,Drama,Miniseries,it,"IT, GB",,322.0,322.0,"italy, based on novel or book, 19th century, italian unification, history",2025-03-05,TV-MA,tt15198870,Richard Warlow,https://www.netflix.com/title/81392676
70940,The Boulet Brothers' Dragula,2016-10-31,4.6444,6.1,25,Returning Series,True,6,57,Reality,Reality,en,US,59.0,3369.0,414.0,"competition, drag queen, lgbt, macabre, candid",2024-12-03,TV-MA,tt6289132,"Swanthula Boulet, Dracmorda Boulet",http://outtv.ca/dragula/
79352,Sacred Games,2018-07-06,4.6424,7.818,234,Canceled,False,2,16,"Drama, Crime, Action & Adventure",Scripted,hi,IN,50.0,2756.0,2351.0,"corruption, based on novel or book, investigation, conspiracy, torture",2019-08-15,TV-MA,tt6077448,Vikramaditya Motwane,https://www.netflix.com/title/80115328
90814,Extracurricular,2020-04-29,4.6366,8.1,672,Canceled,False,1,10,"Crime, Drama",Scripted,ko,KR,55.0,2093.0,2093.0,"friendship, high school, bullying, school, criminal",2020-04-29,TV-MA,tt10262630,"Gin Han-sai, Kim Jin-min",https://www.netflix.com/title/80990668
247634,"Love Is Blind, Habibi",2024-10-10,4.6324,5.208,12,Returning Series,True,1,10,Reality,Reality,ar,AE,,468.0,446.0,"blind date, dating show",2024-11-01,TV-MA,tt31408266,,https://www.netflix.com/title/81622654
275388,The Glass Dome,2025-04-15,4.6308,7.03,135,Ended,False,1,6,"Drama, Crime, Mystery",Miniseries,sv,SE,,281.0,281.0,"small town, hostage, disappearance, intense",2025-04-15,,tt30750108,Camilla Läckberg,https://www.netflix.com/title/81622643
102621,KAOS,2024-08-29,4.6221,7.226,330,Canceled,False,1,8,"Comedy, Sci-Fi & Fantasy, Drama",Scripted,en,GB,,510.0,510.0,"greek mythology, dysfunctional family, dark comedy, based on myths, legends or folklore, imaginative",2024-08-29,TV-MA,tt8550732,Charlie Covell,https://www.netflix.com/title/80997258
246799,Crooks,2024-04-04,4.611,7.0,54,Returning Series,True,1,8,"Action & Adventure, Drama, Crime",Scripted,de,DE,,657.0,657.0,"coin, gang, aggressive, rival gang, thriller",2024-04-04,TV-MA,tt27054614,"Marvin Kren, Benjamin Hessler, Georg Lippert",https://www.netflix.com/title/81438805
229221,Dear Child,2023-09-07,4.5988,7.338,337,Ended,False,1,6,"Crime, Drama, Mystery",Miniseries,de,DE,48.0,867.0,867.0,miniseries,2023-09-07,TV-MA,tt20863760,"Isabel Kleefeld, Julian Pörksen",https://www.netflix.com/title/81513233
68708,Roman Empire,2016-11-11,4.5792,6.958,118,Ended,False,3,15,"Drama, Documentary",Documentary,en,US,48.0,3358.0,2483.0,"rome, italy, roman empire, roman, ancient rome, historical event",2019-04-05,TV-14,tt6233538,,https://www.netflix.com/title/80096545
62508,Inspector Gadget,2015-03-27,4.5739,6.0,34,Ended,False,4,104,"Animation, Action & Adventure, Family, Comedy",Scripted,en,CA,22.0,3953.0,2805.0,"cyborg, police inspector",2018-05-18,TV-Y7,tt3910690,"Michael Hirsh, Mark Gosine, Phillip Stamp, Anne Loi",http://www.netflix.com/WiMovie/80025273
213609,Life on Our Planet,2023-10-25,4.5619,8.008,187,Ended,False,1,8,Documentary,Miniseries,en,US,,819.0,819.0,"dynasty, survival, miniseries, dinosaur, nature",2023-10-25,TV-PG,tt23181388,,https://www.netflix.com/title/80213846
91470,The King's Avatar,2019-07-24,4.5603,7.8,55,Ended,False,1,40,"Action & Adventure, Drama",Scripted,zh,CN,,2373.0,2336.0,"china, based on novel or book, esports, championship, gaming",2019-08-30,,tt10732794,,
238151,Carol & the End of the World,2023-12-15,4.5342,7.4,87,Ended,False,1,10,"Animation, Comedy",Miniseries,en,US,,768.0,768.0,"end of the world, miniseries, planet, extinction, adult animation",2023-12-15,TV-MA,tt29629770,Dan Guterman,https://www.netflix.com/title/81044590
64254,Master of None,2015-11-06,4.5263,7.379,556,Ended,False,3,25,"Comedy, Drama",Scripted,en,US,,3729.0,1704.0,"new york city, friendship, dating, thirty something, disturbed",2021-05-23,TV-MA,tt4635276,"Alan Yang, Aziz Ansari",http://www.netflix.com/title/80049714
73671,Suburra: Blood on Rome,2017-10-06,4.5227,7.442,231,Ended,False,3,24,"Crime, Drama",Scripted,it,IT,,3029.0,1909.0,cosa nostra,2020-10-30,TV-MA,tt7197684,"Carlo Bonini, Daniele Cesarano, Barbara Petronio",https://www.netflix.com/title/80081537
76747,On My Block,2018-03-16,4.5162,8.3,673,Ended,False,4,38,Comedy,Scripted,en,US,,2868.0,1570.0,"high school, coming of age, los angeles, california, witty, romantic",2021-10-04,TV-14,tt7879820,"Lauren Iungerich, Eddie Gonzalez, Jeremy Haft",https://www.netflix.com/title/80117809
240667,One Day,2024-02-08,4.5151,7.653,272,Ended,False,1,14,Drama,Scripted,en,"GB, US",,713.0,713.0,"based on novel or book, romance, miniseries, bittersweet, intimate",2024-02-08,TV-MA,tt16283804,Nicole Taylor,https://www.netflix.com/title/81256740
272467,Young Millionaires,2025-08-13,4.5102,6.568,22,Returning Series,True,1,8,"Comedy, Drama",Scripted,fr,FR,,161.0,161.0,"sincere, rousing, goofy",2025-08-13,TV-MA,tt36955264,"Igor Gotesman, Olivia Barlier, Tania Gotesman",https://www.netflix.com/title/81612804
68467,3%,2016-11-25,4.4981,7.1,503,Ended,False,4,33,"Drama, Sci-Fi & Fantasy",Scripted,pt,BR,45.0,3344.0,1986.0,"island, angry, selection",2020-08-14,TV-MA,tt4922804,Pedro Aguilera,https://www.netflix.com/title/80074220
237964,Death Inc.,2024-04-04,4.4897,7.191,34,Returning Series,True,3,20,Comedy,Scripted,es,ES,30.0,657.0,153.0,"family business , biting, funeral home, workplace comedy",2025-08-21,TV-PG,tt29614148,"Nando Abad, Julián Sastre, Alberto Caballero, Araceli Álvarez de Sotomayor, Daniel Deorador",https://www.netflix.com/title/83072677
118956,DOTA: Dragon's Blood,2021-03-25,4.4815,7.761,452,Ended,False,3,24,"Sci-Fi & Fantasy, Action & Adventure, Animation",Scripted,en,US,25.0,1763.0,1259.0,"elves, sword, princess, knight, dragon",2022-08-11,TV-MA,tt14069590,Ashley Miller,https://www.netflix.com/title/80994336
77791,Nailed It!,2018-03-09,4.4627,7.11,73,Ended,False,7,43,Reality,Reality,en,US,,2875.0,1204.0,"cooking, social media, baking, cooking competition, baking competition",2022-10-05,TV-PG,tt6987788,,https://www.netflix.com/title/80179138
84111,Prince of Peoria,2018-11-16,4.4477,5.4,16,Canceled,False,1,16,"Comedy, Kids",Scripted,en,US,26.0,2623.0,2438.0,"prince, friendship, bowling alley",2019-05-20,TV-Y7,tt8001718,"Nick Stanton, Devin Bunje",https://www.netflix.com/title/80223556
130523,Ganglands,2021-09-24,4.4445,7.1,178,Returning Series,True,2,12,"Crime, Action & Adventure",Scripted,fr,FR,45.0,1580.0,1069.0,"bank robber, love, criminal, armed robbery, drug",2023-02-17,TV-MA,tt13278100,"Julien Leclercq, Hamid Hlioua",https://www.netflix.com/title/81175433
243396,Territory,2024-10-24,4.4426,6.934,61,Canceled,False,1,6,"Western, Drama, Action & Adventure",Scripted,en,AU,,454.0,454.0,"cattle ranch, australian outback, succession",2024-10-24,TV-MA,tt28703559,"Ben Davies, Timothy Lee",https://www.netflix.com/title/81591574
195926,Samurai Rabbit: The Usagi Chronicles,2022-04-28,4.4411,6.2,33,Ended,False,2,20,"Animation, Action & Adventure, Comedy",Scripted,en,US,25.0,1364.0,1238.0,"samurai, katana, based on comic, ronin, feudal japan",2022-09-01,TV-Y7,tt12717354,"Candie Langdale, Doug Langdale, Heather A. Maxwell",https://www.netflix.com/title/81038163
